Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³)
2018-11-05 00:00:00,99.5,249.75,37.84,15.33,18.72,0.82,38.76,0.05
2018-11-06 00:00:00,144.12,327.29,46.28,18.48,27.14,1.03,55.42,0.08
2018-11-07 00:00:00,175.47,282.09,42.42,17.09,27.98,0.98,44.7,0.08
2018-11-08 00:00:00,150.14,296.41,61.1,16.77,50.81,1.02,22.78,0.09
2018-11-09 00:00:00,153.51,326.11,64.32,17.89,37.0,1.2,29.94,0.1
2018-11-10 00:00:00,209.73,400.53,60.88,20.68,36.71,1.49,43.19,0.13
2018-11-11 00:00:00,182.95,363.9,66.57,20.3,50.28,1.42,24.82,0.12
2018-11-12 00:00:00,212.61,410.91,68.9,21.32,46.04,1.66,30.48,0.14
2018-11-13 00:00:00,146.33,342.97,46.28,17.18,20.91,1.36,37.54,0.1
2018-11-14 00:00:00,101.41,259.28,44.0,15.64,20.92,1.05,35.2,0.07
2018-11-15 00:00:00,104.2,263.94,37.26,15.46,20.46,0.95,42.8,0.07
2018-11-16 00:00:00,110.32,263.02,36.16,16.62,18.86,0.95,50.81,0.07
2018-11-17 00:00:00,112.22,276.73,48.64,16.82,18.74,1.12,31.64,0.08
2018-11-18 00:00:00,136.61,307.14,64.03,18.1,55.83,1.3,28.17,0.09
2018-11-19 00:00:00,154.6,360.04,61.17,17.86,62.37,1.51,19.76,0.12
2018-11-20 00:00:00,146.49,321.04,50.6,17.01,32.02,1.4,26.68,0.12
2018-11-21 00:00:00,136.96,337.26,43.78,17.02,22.15,1.11,31.1,0.11
2018-11-22 00:00:00,106.07,331.66,44.85,15.04,22.51,0.85,44.45,0.05
2018-11-23 00:00:00,114.01,231.51,44.44,16.35,18.11,1.01,34.5,0.07
2018-11-24 00:00:00,104.06,251.21,45.29,15.6,19.78,0.96,38.99,0.07
2018-11-25 00:00:00,89.66,219.48,30.35,14.84,14.68,0.93,33.59,0.07
2018-11-26 00:00:00,138.75,293.34,66.91,16.75,75.13,1.3,38.78,0.09
2018-11-27 00:00:00,151.93,278.75,52.43,18.6,31.59,1.42,26.67,0.1
2018-11-28 00:00:00,134.05,259.51,46.46,18.86,27.97,1.36,33.42,0.1
2018-11-29 00:00:00,169.29,288.52,49.97,20.85,33.04,1.35,18.65,0.1
2018-11-30 00:00:00,179.68,318.34,54.88,22.65,35.75,1.29,22.38,0.1
2018-12-01 00:00:00,187.51,315.29,55.05,21.59,27.27,1.33,20.56,0.11
2018-12-02 00:00:00,195.21,406.63,59.56,19.96,38.7,1.5,17.33,0.11
2018-12-03 00:00:00,205.51,429.75,61.03,21.12,36.62,1.75,16.83,0.13
2018-12-04 00:00:00,195.89,407.17,63.41,19.77,41.45,1.77,16.74,0.15
2018-12-05 00:00:00,170.18,351.36,56.98,18.45,27.3,1.5,21.74,0.13
2018-12-06 00:00:00,151.92,305.42,50.24,20.05,27.57,1.46,32.5,0.1
2018-12-07 00:00:00,183.07,360.02,56.8,22.19,23.05,1.45,26.67,0.16
2018-12-08 00:00:00,203.54,431.43,69.51,20.46,51.39,1.64,21.82,0.13
2018-12-09 00:00:00,196.31,348.17,63.33,18.76,54.02,1.63,17.22,0.13
2018-12-10 00:00:00,155.16,319.26,51.65,18.25,43.9,1.39,25.66,0.13
2018-12-11 00:00:00,142.95,223.74,40.88,19.69,31.28,1.2,36.67,0.1
2018-12-12 00:00:00,238.0,361.3,67.61,22.52,64.37,1.6,23.21,0.13
2018-12-13 00:00:00,195.24,284.18,48.11,20.79,35.37,1.43,46.51,0.12
2018-12-14 00:00:00,147.14,246.7,42.1,17.82,21.64,1.03,57.67,0.08
2018-12-15 00:00:00,126.46,235.15,45.43,17.49,23.13,1.04,46.72,0.08
2018-12-16 00:00:00,121.77,240.11,45.14,16.85,47.68,1.0,51.79,0.07
2018-12-17 00:00:00,128.18,231.67,42.34,19.3,28.91,1.03,52.98,0.09
2018-12-18 00:00:00,117.18,194.07,36.25,15.53,33.29,1.15,29.04,0.07
2018-12-19 00:00:00,129.91,230.71,30.7,12.8,29.77,1.29,31.22,0.08
2018-12-20 00:00:00,165.11,336.24,32.48,12.87,32.09,1.54,41.45,0.11
2018-12-21 00:00:00,232.64,387.49,29.06,16.07,34.93,1.88,35.59,0.15
2018-12-22 00:00:00,256.33,407.14,40.56,16.68,60.09,1.88,26.28,0.14
2018-12-23 00:00:00,248.27,414.22,52.33,19.46,61.97,1.83,21.75,0.14
2018-12-24 00:00:00,181.53,351.34,55.24,19.23,40.28,1.56,36.67,0.1
2018-12-25 00:00:00,176.16,329.9,51.71,21.5,34.8,1.4,39.7,0.09
2018-12-26 00:00:00,243.68,316.3,61.77,25.68,59.86,1.46,22.62,0.13
2018-12-27 00:00:00,133.6,267.38,35.54,15.16,21.57,0.85,44.35,0.08
2018-12-28 00:00:00,128.66,258.8,3.07,2.43,9.24,0.32,49.45,0.07
2018-12-29 00:00:00,130.21,245.52,2.32,1.87,9.61,0.33,52.13,0.08
2018-12-30 00:00:00,199.91,315.97,2.65,2.44,14.39,0.4,49.0,0.09
2018-12-31 00:00:00,236.36,402.16,2.91,1.81,13.22,0.4,44.6,0.1
2019-01-01 00:00:00,264.39,389.45,3.85,1.64,23.11,0.46,36.43,0.13
2019-01-02 00:00:00,220.99,403.25,3.45,1.79,17.42,0.4,37.72,0.13
2019-01-03 00:00:00,174.92,360.55,2.68,1.67,11.38,0.36,38.84,0.09
2019-01-04 00:00:00,203.8,380.62,2.5,1.52,12.75,0.37,44.37,0.11
2019-01-05 00:00:00,192.47,326.12,3.21,1.93,22.04,0.38,28.53,0.1
2019-01-06 00:00:00,137.23,252.72,2.35,2.09,17.61,0.31,68.63,0.07
2019-01-07 00:00:00,177.89,297.21,1.91,1.69,12.82,0.27,70.57,0.08
2019-01-08 00:00:00,145.26,230.4,2.07,1.69,11.47,0.26,55.74,0.07
2019-01-09 00:00:00,130.18,255.51,2.02,1.81,10.42,0.29,51.5,0.07
2019-01-10 00:00:00,143.32,289.31,2.38,1.74,35.8,0.8,42.19,0.07
2019-01-11 00:00:00,159.42,325.26,33.54,10.36,65.43,1.54,36.74,0.08
2019-01-12 00:00:00,206.76,391.89,76.54,22.4,66.69,1.76,27.51,0.09
2019-01-13 00:00:00,176.01,344.79,56.0,20.39,59.85,1.57,50.9,0.08
2019-01-14 00:00:00,143.66,257.01,39.37,17.33,30.57,0.95,76.86,0.05
2019-01-15 00:00:00,96.17,246.11,46.69,15.12,34.77,1.01,48.05,0.04
2019-01-16 00:00:00,163.24,349.21,83.09,18.07,66.63,1.66,16.16,0.08
2019-01-17 00:00:00,158.12,376.7,72.5,17.89,69.8,1.52,21.33,0.08
2019-01-18 00:00:00,155.53,334.75,59.88,18.34,38.34,1.34,39.67,0.07
2019-01-19 00:00:00,191.04,464.26,69.47,19.46,52.28,1.77,37.78,0.08
2019-01-20 00:00:00,167.62,406.67,61.53,18.63,45.17,1.7,39.14,0.08
2019-01-21 00:00:00,144.34,403.85,63.62,17.73,59.1,1.5,34.07,0.08
2019-01-22 00:00:00,146.85,324.98,61.08,17.24,58.76,1.44,48.9,0.06
2019-01-23 00:00:00,155.09,376.36,60.1,20.11,44.94,1.45,42.74,0.06
2019-01-24 00:00:00,154.79,213.72,42.44,21.5,36.8,1.26,30.66,0.08
2019-01-25 00:00:00,47.23,85.54,35.27,18.33,23.02,0.76,31.63,0.01
2019-01-26 00:00:00,110.09,146.52,49.48,24.04,34.68,1.0,17.06,0.04
2019-01-27 00:00:00,84.94,160.59,40.35,19.12,31.84,1.01,24.64,0.02
2019-01-28 00:00:00,65.31,149.72,37.27,15.29,31.7,0.71,52.41,0.0
2019-01-29 00:00:00,90.16,168.53,37.66,15.71,28.38,0.86,53.38,0.02
2019-01-30 00:00:00,146.64,345.58,58.04,18.75,47.52,1.34,20.22,0.07
2019-01-31 00:00:00,166.18,325.96,70.99,19.88,76.44,1.66,11.81,0.08
2019-02-01 00:00:00,103.98,207.8,42.84,19.81,31.27,0.97,37.05,0.05
2019-02-02 00:00:00,165.98,314.98,63.72,22.24,62.45,1.33,24.29,0.07
2019-02-03 00:00:00,151.82,276.65,49.33,23.04,47.96,1.25,37.07,0.06
2019-02-04 00:00:00,177.14,316.72,64.02,22.6,47.49,1.4,29.03,0.07
2019-02-05 00:00:00,158.98,301.59,62.08,20.45,39.15,1.43,27.67,0.08
2019-02-06 00:00:00,135.46,279.27,42.48,20.58,37.35,1.27,36.55,0.05
2019-02-07 00:00:00,119.49,233.04,42.79,19.01,54.01,0.98,37.93,0.02
2019-02-08 00:00:00,150.48,219.91,37.17,20.49,31.28,1.16,26.76,0.04
2019-02-09 00:00:00,59.31,180.67,37.21,14.7,36.44,0.6,32.64,0.02
2019-02-10 00:00:00,93.63,234.74,51.33,16.42,38.03,1.0,21.31,0.04
2019-02-11 00:00:00,112.25,273.08,73.65,17.81,43.81,1.14,18.78,0.05
2019-02-12 00:00:00,146.38,317.61,82.64,19.75,64.22,1.37,14.04,0.06
2019-02-13 00:00:00,168.28,344.8,85.07,19.66,79.42,1.59,20.32,0.08
2019-02-14 00:00:00,146.16,392.69,72.34,19.15,52.11,1.68,21.75,0.08
2019-02-15 00:00:00,75.03,179.02,39.95,17.19,39.62,0.85,20.13,0.01
2019-02-16 00:00:00,49.2,86.33,26.07,15.5,21.38,0.59,37.04,0.0
2019-02-17 00:00:00,77.18,138.9,34.85,17.97,29.01,0.78,39.6,0.0
2019-02-18 00:00:00,98.84,201.31,56.8,17.79,30.9,1.2,26.34,0.04
2019-02-19 00:00:00,96.57,277.83,52.86,18.21,36.49,1.11,27.78,0.1
2019-02-20 00:00:00,79.0,299.39,50.03,17.6,34.24,1.06,22.92,0.05
2019-02-21 00:00:00,98.33,271.9,57.27,19.38,59.64,1.1,14.15,0.06
2019-02-22 00:00:00,94.14,247.19,37.67,20.34,37.48,0.99,35.75,0.02
2019-02-23 00:00:00,66.56,195.16,29.36,18.09,38.7,0.61,45.31,0.0
2019-02-24 00:00:00,50.75,267.48,25.05,14.87,30.55,0.56,49.74,0.01
2019-02-25 00:00:00,57.6,142.26,48.39,16.41,66.93,0.63,28.9,0.01
2019-02-26 00:00:00,82.59,200.54,50.32,16.73,45.2,0.94,23.52,0.03
2019-02-27 00:00:00,65.78,194.22,35.38,17.33,30.21,0.85,25.91,0.02
2019-02-28 00:00:00,37.26,89.27,21.37,15.42,27.75,0.42,42.17,0.0
2019-03-01 00:00:00,76.32,275.73,39.14,15.54,33.44,0.82,40.23,0.03
2019-03-02 00:00:00,92.25,242.54,67.3,17.47,61.34,1.03,21.33,0.04
2019-03-03 00:00:00,82.22,188.37,40.38,17.74,44.96,0.98,35.06,0.01
2019-03-04 00:00:00,91.62,183.77,34.12,18.9,37.23,0.93,37.14,0.01
2019-03-05 00:00:00,95.99,227.38,40.09,18.54,42.92,0.95,33.34,0.03
2019-03-06 00:00:00,57.95,135.05,27.43,15.03,28.48,0.67,36.82,0.0
2019-03-07 00:00:00,59.96,162.46,33.91,13.61,31.77,0.78,29.41,0.01
2019-03-08 00:00:00,66.5,210.14,35.15,12.9,34.84,0.9,26.61,0.01
2019-03-09 00:00:00,75.33,226.92,37.87,13.89,61.29,0.82,36.12,0.02
2019-03-10 00:00:00,94.03,260.3,46.33,16.92,56.85,0.97,29.1,0.02
2019-03-11 00:00:00,108.79,298.77,71.38,17.44,56.18,1.4,12.26,0.05
2019-03-12 00:00:00,73.79,237.01,32.09,15.48,34.66,0.79,32.36,0.01
2019-03-13 00:00:00,87.6,289.86,45.76,16.44,64.89,0.87,36.42,0.01
2019-03-14 00:00:00,70.6,128.89,39.85,17.02,64.0,0.69,19.41,0.0
2019-03-15 00:00:00,84.83,170.41,40.74,17.31,42.23,0.94,18.21,0.02
2019-03-16 00:00:00,72.92,203.05,40.09,14.97,53.65,0.85,31.28,0.01
2019-03-17 00:00:00,82.03,167.34,38.26,16.06,32.28,1.01,16.43,0.01
2019-03-18 00:00:00,55.16,108.7,38.58,15.02,39.07,0.9,27.16,0.02
2019-03-19 00:00:00,81.96,216.14,61.66,14.73,34.35,1.18,25.45,0.03
2019-03-20 00:00:00,119.18,316.34,71.73,15.95,75.47,1.33,11.46,0.04
2019-03-21 00:00:00,57.58,100.3,19.6,16.3,45.48,0.64,48.38,0.01
2019-03-22 00:00:00,56.64,164.72,23.36,14.48,31.18,0.61,35.7,0.0
2019-03-23 00:00:00,51.71,174.15,27.04,12.31,28.88,0.58,34.93,0.0
2019-03-24 00:00:00,56.17,199.22,29.84,13.23,31.3,0.64,28.98,0.0
2019-03-25 00:00:00,112.91,371.05,58.14,14.14,47.89,1.09,21.53,0.02
2019-03-26 00:00:00,73.34,244.89,51.6,14.15,68.0,0.87,21.03,0.01
2019-03-27 00:00:00,71.87,216.75,49.27,13.72,36.52,1.05,32.99,0.03
2019-03-28 00:00:00,67.83,225.5,37.08,14.4,29.24,0.76,41.12,0.01
2019-03-29 00:00:00,86.76,254.01,45.95,14.96,30.89,0.99,61.1,0.01
2019-03-30 00:00:00,103.61,311.88,50.1,16.0,38.95,1.19,45.28,0.03
2019-03-31 00:00:00,83.72,331.3,41.55,15.86,45.75,1.01,57.5,0.02
2019-04-01 00:00:00,58.58,219.24,27.57,13.8,30.31,0.68,64.24,0.01
2019-04-02 00:00:00,93.33,350.0,65.4,15.27,33.35,1.8,8.03,0.0
2019-04-03 00:00:00,96.46,287.62,44.93,14.34,43.16,1.14,51.65,0.02
2019-04-04 00:00:00,109.24,356.28,47.84,15.91,43.27,1.18,65.1,0.02
2019-04-05 00:00:00,110.86,317.17,46.13,15.83,38.87,1.16,60.45,0.02
2019-04-06 00:00:00,83.51,294.19,35.45,16.97,47.1,0.97,67.2,0.0
2019-04-07 00:00:00,52.41,196.59,25.55,14.52,54.22,0.71,67.77,0.0
2019-04-08 00:00:00,53.0,194.2,24.54,12.66,48.11,0.68,73.17,0.0
2019-04-09 00:00:00,78.38,244.0,38.4,13.89,33.64,1.08,54.35,0.0
2019-04-10 00:00:00,87.26,319.24,45.36,14.61,44.88,1.02,61.58,0.02
2019-04-11 00:00:00,85.27,293.02,36.88,14.7,43.15,0.95,67.88,0.0
2019-04-12 00:00:00,95.13,346.65,41.77,14.92,42.68,1.05,53.02,0.0
2019-04-13 00:00:00,102.27,310.31,46.85,18.42,56.47,1.5,73.54,0.02
2019-04-14 00:00:00,95.3,352.6,54.4,16.79,49.87,1.27,45.64,0.03
2019-04-15 00:00:00,90.47,357.98,47.66,15.82,36.38,1.2,60.47,0.01
2019-04-16 00:00:00,72.52,294.81,27.8,15.4,34.84,0.77,61.01,0.0
2019-04-17 00:00:00,45.43,151.14,32.77,14.1,34.81,0.76,34.53,0.0
2019-04-18 00:00:00,37.96,87.75,20.24,14.68,27.38,0.62,80.28,0.0
2019-04-19 00:00:00,62.31,188.9,48.4,15.3,36.92,1.07,64.74,1.91
2019-04-20 00:00:00,78.05,203.78,47.85,14.53,39.42,0.94,64.0,
2019-04-21 00:00:00,71.48,225.86,43.43,13.48,45.27,0.89,78.13,11.19
2019-04-22 00:00:00,83.03,265.49,54.8,13.67,32.61,1.19,55.6,0.0
2019-04-23 00:00:00,92.4,281.82,52.4,16.19,39.4,1.26,57.31,0.0
2019-04-24 00:00:00,95.18,281.11,51.11,16.54,46.69,1.2,76.57,0.0
2019-04-25 00:00:00,113.3,336.26,50.21,16.37,40.14,1.27,55.69,0.0
2019-04-26 00:00:00,117.95,389.72,46.26,15.33,52.89,1.13,66.68,0.0
2019-04-27 00:00:00,107.72,354.93,42.65,14.76,29.11,1.03,57.42,0.0
2019-04-28 00:00:00,106.16,399.64,39.98,13.94,30.77,1.11,60.92,0.0
2019-04-29 00:00:00,83.79,322.86,37.81,14.04,31.74,0.87,63.86,0.0
2019-04-30 00:00:00,122.78,444.22,62.1,15.53,50.07,1.21,51.19,0.0
2019-05-01 00:00:00,57.43,161.93,15.92,13.61,29.77,0.65,91.32,0.0
2019-05-02 00:00:00,47.1,111.78,17.46,12.34,48.44,0.64,80.27,0.0
2019-05-03 00:00:00,48.5,166.23,33.63,12.23,50.52,0.75,47.23,0.0
2019-05-04 00:00:00,63.86,167.08,47.51,13.43,61.91,1.13,40.21,0.0
2019-05-05 00:00:00,53.31,181.3,35.39,13.35,33.37,0.81,98.01,0.0
2019-05-06 00:00:00,81.54,244.66,46.49,13.6,32.59,1.13,66.82,0.0
2019-05-07 00:00:00,86.73,370.09,50.79,14.82,40.05,1.11,61.4,0.0
2019-05-08 00:00:00,77.98,350.08,34.45,13.71,33.24,0.79,54.81,0.0
2019-05-09 00:00:00,75.64,366.3,39.07,12.87,35.98,0.87,57.19,0.0
2019-05-10 00:00:00,63.5,310.35,30.27,12.01,31.04,0.67,71.39,0.0
2019-05-11 00:00:00,84.28,347.56,46.41,14.62,36.34,1.1,46.35,0.0
2019-05-12 00:00:00,70.14,234.49,33.11,14.17,36.64,0.89,83.79,0.0
2019-05-13 00:00:00,59.02,203.28,29.52,13.91,33.8,0.77,84.99,0.0
2019-05-14 00:00:00,53.41,198.0,23.63,13.79,39.78,0.67,86.95,0.0
2019-05-15 00:00:00,68.64,283.33,33.4,13.74,42.26,0.83,82.13,0.0
2019-05-16 00:00:00,127.16,401.59,84.74,15.8,113.39,1.59,44.5,0.0
2019-05-17 00:00:00,92.75,398.95,51.3,14.51,57.54,1.26,57.72,0.0
2019-05-18 00:00:00,102.2,302.37,24.83,13.25,38.12,0.87,76.76,0.0
2019-05-19 00:00:00,75.12,222.85,30.31,12.89,35.4,0.75,71.4,0.0
2019-05-20 00:00:00,102.46,341.15,38.66,14.25,40.91,0.99,79.03,0.0
2019-05-21 00:00:00,105.75,331.1,61.01,14.08,50.07,1.15,57.81,0.0
2019-05-22 00:00:00,128.5,351.1,68.41,15.85,85.42,1.34,53.04,0.0
2019-05-23 00:00:00,79.7,274.69,32.28,14.11,44.27,0.98,80.56,0.0
2019-05-24 00:00:00,80.71,264.16,36.12,13.45,36.54,0.92,81.11,4.12
2019-05-25 00:00:00,68.84,301.5,30.93,13.35,36.49,0.88,82.68,0.0
2019-05-26 00:00:00,94.05,359.74,46.82,13.57,37.28,1.24,51.56,0.0
2019-05-27 00:00:00,88.19,369.27,41.99,13.75,38.99,1.1,64.18,0.0
2019-05-28 00:00:00,103.62,366.36,52.67,15.91,45.4,1.43,28.43,0.0
2019-05-29 00:00:00,86.47,335.66,44.98,16.75,46.52,1.17,29.29,0.0
2019-05-30 00:00:00,159.88,341.43,58.18,18.9,47.77,1.28,26.88,0.0
2019-05-31 00:00:00,103.98,359.3,45.34,19.9,45.39,1.21,28.79,0.0
2019-06-01 00:00:00,86.56,270.8,36.72,18.66,42.21,1.27,27.81,0.0
2019-06-02 00:00:00,82.26,275.18,29.05,19.35,64.83,1.01,35.08,0.0
2019-06-03 00:00:00,60.99,145.86,43.51,19.62,71.21,0.9,33.53,0.0
2019-06-04 00:00:00,77.33,209.79,35.15,19.38,43.79,1.08,36.74,0.0
2019-06-05 00:00:00,88.53,239.98,28.43,19.68,49.46,1.06,38.09,0.0
2019-06-06 00:00:00,103.18,194.88,31.2,23.13,53.74,1.02,34.4,3.78
2019-06-07 00:00:00,76.79,184.58,41.03,20.57,59.29,1.05,28.64,2.02
2019-06-08 00:00:00,87.24,225.74,36.25,16.56,41.23,1.05,32.19,3.2
2019-06-09 00:00:00,129.6,359.39,51.23,18.56,43.68,1.44,28.3,3.2
2019-06-10 00:00:00,162.12,384.11,55.45,19.04,44.68,1.23,28.27,3.2
2019-06-11 00:00:00,91.8,281.82,32.1,20.19,39.19,0.89,33.99,3.2
2019-06-12 00:00:00,73.06,241.05,23.24,21.09,54.14,0.94,38.9,3.4
2019-06-13 00:00:00,43.47,140.49,21.48,20.3,40.41,0.81,37.36,0.0
2019-06-14 00:00:00,33.48,105.38,24.96,18.89,34.8,0.8,31.21,0.0
2019-06-15 00:00:00,31.9,90.56,19.53,28.98,24.78,0.63,36.4,0.0
2019-06-16 00:00:00,38.78,166.29,23.9,40.58,27.72,0.65,33.83,0.0
2019-06-17 00:00:00,35.19,128.44,35.31,37.48,38.15,0.49,26.87,0.0
2019-06-18 00:00:00,50.44,157.91,82.19,40.9,53.69,1.04,17.49,0.0
2019-06-19 00:00:00,65.25,193.47,100.46,47.6,54.47,1.2,23.85,0.0
2019-06-20 00:00:00,42.01,88.43,53.06,49.87,45.76,0.81,23.38,0.0
2019-06-21 00:00:00,52.44,141.31,61.95,48.4,58.4,0.91,27.82,0.0
2019-06-22 00:00:00,18.68,36.46,34.45,38.63,30.83,0.83,18.67,0.0
2019-06-23 00:00:00,18.03,35.03,29.51,44.43,53.31,0.63,25.23,0.0
2019-06-24 00:00:00,41.55,62.26,21.16,39.1,36.99,0.66,39.24,0.0
2019-06-25 00:00:00,40.34,68.63,48.98,35.42,31.21,0.84,29.84,0.0
2019-06-26 00:00:00,31.18,62.55,31.16,29.41,35.9,0.73,33.75,0.0
2019-06-27 00:00:00,24.78,53.19,24.62,35.67,25.23,0.67,30.32,0.0
2019-06-28 00:00:00,39.36,103.62,34.77,36.58,29.77,0.93,37.03,0.0
2019-06-29 00:00:00,40.87,90.26,51.64,32.17,35.74,0.75,28.99,0.0
2019-06-30 00:00:00,51.29,141.68,58.32,40.21,56.75,0.87,31.86,0.0
2019-07-01 00:00:00,48.0,128.28,51.3,38.63,57.43,0.81,44.71,0.0
2019-07-02 00:00:00,21.93,57.69,48.62,34.62,45.97,0.78,19.56,0.0
2019-07-03 00:00:00,16.0,33.0,65.46,31.68,79.43,0.82,17.18,0.0
2019-07-04 00:00:00,11.88,37.31,27.84,30.07,37.12,0.7,23.59,0.0
2019-07-05 00:00:00,27.76,61.78,58.13,36.51,68.42,0.69,22.62,4.18
2019-07-06 00:00:00,34.52,56.43,45.0,33.55,57.84,0.93,16.94,0.0
2019-07-07 00:00:00,11.48,24.37,18.33,31.79,27.76,0.79,15.76,0.0
2019-07-08 00:00:00,9.65,20.38,15.46,33.9,25.22,0.5,18.65,0.0
2019-07-09 00:00:00,15.84,33.03,13.38,29.05,14.24,0.47,14.76,0.0
2019-07-10 00:00:00,16.65,34.54,17.7,27.52,22.7,1.34,16.09,0.0
2019-07-11 00:00:00,40.91,99.53,41.9,29.11,25.17,1.48,12.91,8.04
2019-07-12 00:00:00,38.04,99.45,34.52,39.02,24.34,1.36,12.03,1.74
2019-07-13 00:00:00,34.41,102.31,28.71,44.42,22.93,1.16,13.25,0.0
2019-07-14 00:00:00,34.58,96.32,29.47,44.5,32.89,1.2,17.35,0.0
2019-07-15 00:00:00,39.33,122.48,35.42,37.57,28.98,1.22,17.07,0.0
2019-07-16 00:00:00,45.61,151.33,57.51,32.67,29.97,1.16,15.14,0.0
2019-07-17 00:00:00,43.74,146.35,56.28,32.22,40.05,0.94,14.09,0.0
2019-07-18 00:00:00,54.98,162.5,80.02,35.21,54.25,1.02,15.03,0.0
2019-07-19 00:00:00,58.86,172.87,61.91,36.08,44.79,1.24,15.98,0.0
2019-07-20 00:00:00,35.32,101.96,54.08,32.23,38.46,1.06,13.88,0.0
2019-07-21 00:00:00,35.37,69.12,25.85,33.67,43.59,0.62,23.16,0.0
2019-07-22 00:00:00,34.07,89.1,40.07,26.73,34.16,0.8,20.62,0.0
2019-07-23 00:00:00,27.76,54.4,37.69,25.23,19.74,0.79,17.26,0.0
2019-07-24 00:00:00,22.75,57.39,31.53,25.01,22.82,0.86,16.9,0.0
2019-07-25 00:00:00,9.82,23.05,24.89,24.94,25.79,0.65,19.59,0.0
2019-07-26 00:00:00,14.18,27.77,23.45,25.56,24.1,0.7,15.56,0.0
2019-07-27 00:00:00,21.51,47.68,33.66,24.44,25.24,0.6,15.38,0.0
2019-07-28 00:00:00,16.0,28.0,39.3,23.97,22.72,0.62,11.5,0.0
2019-07-29 00:00:00,11.8,37.68,29.89,38.75,24.26,0.83,9.57,0.0
2019-07-30 00:00:00,9.58,27.95,31.25,31.28,43.57,0.64,9.52,0.0
2019-07-31 00:00:00,5.99,17.54,15.81,23.96,33.97,0.61,9.23,0.0
2019-08-01 00:00:00,15.4,34.61,24.78,16.73,34.1,0.64,9.51,0.0
2019-08-02 00:00:00,27.42,52.83,44.43,13.5,31.18,0.75,13.62,0.0
2019-08-03 00:00:00,35.49,58.02,52.21,44.05,36.55,0.83,16.92,0.0
2019-08-04 00:00:00,31.21,102.57,41.0,49.59,,0.6,8.86,0.0
2019-08-05 00:00:00,86.19,171.71,131.8,42.83,36.65,1.98,8.42,0.09
2019-08-06 00:00:00,25.87,55.81,47.56,40.43,45.88,0.73,26.77,0.02
2019-08-07 00:00:00,17.95,29.59,56.96,38.29,55.84,0.94,21.68,0.02
2019-08-08 00:00:00,13.44,24.74,39.98,28.14,43.53,,22.53,0.0
2019-08-09 00:00:00,12.89,30.33,29.02,22.71,49.92,,32.09,0.0
2019-08-10 00:00:00,20.72,42.02,34.54,21.27,24.1,,39.55,0.0
2019-08-11 00:00:00,17.98,36.84,34.07,18.76,30.59,,35.71,0.0
2019-08-12 00:00:00,18.49,42.18,31.84,19.47,40.4,,31.92,0.0
2019-08-13 00:00:00,18.21,31.28,49.99,18.11,50.52,,32.8,0.0
2019-08-14 00:00:00,14.79,24.21,34.49,16.29,43.92,,32.06,0.0
2019-08-15 00:00:00,,,,,,,,
2019-08-16 00:00:00,,,,,,,,
2019-08-17 00:00:00,23.59,69.38,30.47,16.8,20.49,,12.51,0.01
2019-08-18 00:00:00,11.33,38.6,35.84,14.74,18.4,,9.97,0.0
2019-08-19 00:00:00,16.88,24.76,39.82,17.11,42.7,,31.29,0.0
2019-08-20 00:00:00,21.53,27.8,50.82,16.47,34.45,0.86,33.73,0.0
2019-08-21 00:00:00,22.71,37.51,37.01,17.74,37.01,0.77,34.95,0.0
2019-08-22 00:00:00,38.11,65.12,75.78,16.55,66.36,0.88,23.12,0.02
2019-08-23 00:00:00,36.25,59.38,59.03,15.92,32.05,0.88,26.65,0.04
2019-08-24 00:00:00,21.1,43.98,62.7,13.9,42.87,0.86,16.03,0.02
2019-08-25 00:00:00,15.59,38.83,30.07,14.75,42.59,0.66,30.38,0.0
2019-08-26 00:00:00,29.93,68.27,51.22,16.74,44.79,0.85,29.06,0.02
2019-08-27 00:00:00,17.13,34.12,27.72,16.1,36.89,0.6,34.4,0.0
2019-08-28 00:00:00,39.02,57.08,55.65,16.23,49.5,0.78,25.2,0.02
2019-08-29 00:00:00,20.05,46.51,55.74,14.16,47.21,0.78,22.57,0.02
2019-08-30 00:00:00,28.33,91.22,75.6,13.71,53.28,0.83,19.79,0.03
2019-08-31 00:00:00,35.45,78.66,49.23,13.04,41.04,0.78,18.74,0.01
2019-09-01 00:00:00,35.36,83.99,53.15,13.57,56.97,0.77,22.3,0.02
2019-09-02 00:00:00,37.03,102.04,78.97,12.0,44.91,0.88,14.9,0.04
2019-09-03 00:00:00,39.86,69.26,67.39,14.66,41.44,0.82,17.18,0.03
2019-09-04 00:00:00,27.72,51.67,45.24,13.29,41.63,0.69,22.36,0.01
2019-09-05 00:00:00,27.01,48.15,39.68,12.83,30.74,0.66,25.85,0.0
2019-09-06 00:00:00,23.31,60.75,53.92,13.3,39.3,0.65,22.95,0.01
2019-09-07 00:00:00,22.18,65.79,59.03,12.88,48.48,0.6,20.39,0.01
2019-09-08 00:00:00,22.09,32.09,62.27,13.39,63.17,0.65,19.73,0.0
2019-09-09 00:00:00,9.97,17.42,9.54,11.88,36.26,0.53,27.2,0.0
2019-09-10 00:00:00,25.17,36.9,35.15,12.89,45.53,0.62,23.75,0.0
